Species,Collection_Date,Count
Pseudomonas virus NV3,2014.0,2
Arthrobacter virus Brent,2014.0,2
Pseudomonas virus NV1,2014.0,2
Primate protoparvovirus 3,2014.0,1
Mycobacterium phage Kanye,2014.0,1
Arthrobacter phage Moki,2014.0,1
Mycobacterium phage Elite2014,2014.0,1
Barley yellow mosaic virus,2014.0,5
Mycobacterium phage Bella96,2014.0,2
Murine sapovirus,2014.0,1
Mycobacterium phage Scarlett,2014.0,1
Avian metaavulavirus 20,2014.0,2
Propionibacterium phage BruceLethal,2014.0,2
Porcine astrovirus 5,2014.0,17
Mycobacterium phage Sassay,2014.0,1
Porcine parvovirus 2,2014.0,3
Arthrobacter phage Vallejo,2014.0,1
Arthrobacter phage Vulture,2014.0,1
Melochia yellow mosaic virus,2014.0,4
Murid betaherpesvirus 1,2014.0,4
Mycobacterium phage Edugator,2014.0,1
Melochia mosaic virus,2014.0,4
Milk vetch dwarf C2 alphasatellite,2014.0,2
Arthrobacter phage Rings,2014.0,1
Arthrobacter phage Muttlie,2014.0,1
Mycobacterium phage PhishRPhriends,2014.0,1
Porcine smacovirus-1,2014.0,1
Xingshan nematode virus 3,2014.0,1
Potato virus V,2014.0,1
Wolbachia phage WO,2014.0,8
Molluscum contagiosum virus,2014.0,25
Mycobacterium phage Koko,2014.0,2
Myoviridae sp. ctJfU3,2014.0,1
Xingyi virus,2014.0,4
Mycobacterium phage Chupacabra,2014.0,1
Mumps orthorubulavirus,2014.0,331
Mycobacterium phage Melpomini,2014.0,1
Megabat betaherpesvirus,2014.0,1
Arthrobacter phage StevieBAY,2014.0,1
Pseudomonas phage VW-6B,2014.0,1
Mycobacterium phage Wilkins,2014.0,1
Mycobacterium phage MarkPhew,2014.0,2
Pseudomonas phage VW-6S,2014.0,1
Pontoporiid gammaherpesvirus 1,2014.0,2
Medway virus,2014.0,1
Avipoxvirus DX,2014.0,1
Renmark bee virus 4,2014.0,1
Pseudomonas phage YH6,2014.0,2
Mycobacterium phage Whouxphf,2014.0,2
Mycobacterium phage Sprinklers,2014.0,1
Wuhan large pig roundworm virus 1,2014.0,4
Mucambo virus,2014.0,1
Mycobacterium phage Baloo,2014.0,1
White clover mosaic virus,2014.0,2
Barmah Forest virus,2014.0,3
Purpureocillium lilacinum nonsegmented virus 1,2014.0,1
Mycobacterium phage Ph8s,2014.0,1
Renmark bee virus 3,2014.0,1
Mediterranean ruda virus,2014.0,21
Avian orthoreovirus,2014.0,384
Mouse papillomavirus 1,2014.0,1
Ponticelli virus,2014.0,1
Millport beadlet anemone dicistro-like virus 1,2014.0,1
Avian orthoavulavirus 19,2014.0,2
Moumouvirus,2014.0,1
Arthrobacter phage StewieGriff,2014.0,1
Bacillus phage Zuko,2014.0,2
Megabat gammaherpesvirus,2014.0,12
Millport beadlet anemone noda-like virus 1,2014.0,1
Renmark bee virus 1,2014.0,1
Mycobacterium phage Sotrice96,2014.0,1
Avipoxvirus MZ-2014,2014.0,1
Renmark bee virus 2,2014.0,1
Mouse associated cyclovirus 1,2014.0,2
Millport starfish parvo-like virus 1,2014.0,1
Mycobacterium phage Sparkdehlily,2014.0,2
Mycobacterium phage ChickenPhender,2014.0,1
Mycobacterium phage Mesh1,2014.0,1
Barns Ness breadcrumb sponge aquatic picorna-like virus 1,2014.0,1
Mycobacterium phage Specks,2014.0,1
White clover cryptic virus 2,2014.0,2
Arthrobacter phage Greenhouse,2014.0,2
Porcine associated circular DNA virus-2,2014.0,1
Myoviridae sp. ctT3B27,2014.0,1
Pseudomonas phage ZC01,2014.0,2
Measles morbillivirus,2014.0,1707
Mimivirus SR4,2014.0,1
Mimivirus SR1,2014.0,1
Porcine associated circular DNA virus 6,2014.0,1
Porcupine caribou gammaherpesvirus 2,2014.0,1
Myoviridae sp. ctPuP5,2014.0,1
Primate bocaparvovirus 2,2014.0,43
Avian polyomavirus,2014.0,1
Mullein potyvirus,2014.0,2
Mycobacterium phage BaboJay,2014.0,1
Whitewater Arroyo mammarenavirus,2014.0,3
Yam mosaic virus,2014.0,2
Mycobacterium phage Baby16,2014.0,1
Arthrobacter phage Wilde,2014.0,1
Mycobacterium phage Gandalf20,2014.0,1
Porcupine caribou gammaherpesvirus 1,2014.0,1
Mycobacterium phage Marshawn,2014.0,2
Reoviridae sp.,2014.0,50
Mycobacterium virus Renaud18,2014.0,2
Porcine associated circular DNA virus 5,2014.0,1
Porcine associated circular DNA virus 1,2014.0,1
Mycobacterium phage Bactobuster,2014.0,2
Mimivirus SR9,2014.0,1
Barns Ness beadlet anemone chu-like virus 1,2014.0,2
Bacteriophage sp.,2014.0,67
Mycobacterium phage Gail,2014.0,2
Mycobacterium phage TNguyen7,2014.0,1
Porcine associated circular DNA virus-10,2014.0,1
Renmark bee virus 5,2014.0,1
Mycobacterium phage Kimberlium,2014.0,2
Barley mild mosaic virus,2014.0,9
Avihepatovirus A,2014.0,50
Myoviridae sp. ct7Sv1,2014.0,1
Mulberry mosaic dwarf associated virus,2014.0,8
Barns Ness beadlet anemone sobemo-like virus 1,2014.0,3
Mycobacterium phage Megabear,2014.0,1
Rembrandt tulip-breaking virus,2014.0,1
Mycobacterium phage Phaja,2014.0,1
Mycobacterium phage McWolfish,2014.0,1
Barns Ness beadlet anemone picorna-like virus 1,2014.0,1
Medicago cytorhabdovirus A,2014.0,1
Avian paraavulavirus 4,2014.0,9
Athtab bunya-like virus,2014.0,4
Mycobacterium phage Struggle,2014.0,1
Arthrobacter phage Yank,2014.0,1
Mycobacterium phage GeneCoco,2014.0,1
Ranavirus sp.,2014.0,3
Mycobacterium phage Badger,2014.0,1
Arthropod cyclovirus,2014.0,1
Megrivirus A,2014.0,2
Polyomaviridae sp.,2014.0,1
Mimivirus-dependent virus Zamilon,2014.0,1
Mycobacterium phage Grand2040,2014.0,1
Potato virus S,2014.0,12
Barfin flounder nervous necrosis virus,2014.0,4
Barns Ness breadcrumb sponge hepe-like virus 1,2014.0,1
Potato virus M,2014.0,1
Barns Ness breadcrumb sponge dicistro-like virus 2,2014.0,1
Xinzhou yingvirus,2014.0,4
Mycobacterium phage Khaleesi,2014.0,1
Mycobacterium phage Skipitt,2014.0,1
White sucker hepatitis B virus,2014.0,2
Barns Ness breadcrumb sponge dicistro-like virus 1,2014.0,1
Xinjiang tick associated virus 1,2014.0,1
Mycobacterium phage Tasp14,2014.0,2
Barns Ness breadcrumb sponge aquatic picorna-like virus 5,2014.0,1
Asian prunus virus 1,2014.0,9
Bark beetle-associated densovirus,2014.0,1
Porcine circovirus 2,2014.0,564
Bark beetle-associated genomovirus 6,2014.0,1
Mycobacterium phage Malinsilva,2014.0,1
Bacillus phage Tomato,2014.0,1
Mycobacterium phage KiSi,2014.0,2
Avian nephritis virus,2014.0,61
Mycobacterium phage SnapTap,2014.0,1
Barns Ness breadcrumb sponge hepe-like virus 2,2014.0,1
Primate erythroparvovirus 1,2014.0,106
Mycobacterium phage GreedyLawyer,2014.0,1
Micromonas polaris virus,2014.0,2
Megavirus vitis transpoviron,2014.0,1
Megavirus vitis,2014.0,1
Procyon lotor polyomavirus 1,2014.0,1
Wisteria vein mosaic virus,2014.0,4
Maypo virus,2014.0,4
Porcine smacovirus 4,2014.0,1
Mokola lyssavirus,2014.0,4
Barns Ness breadcrumb sponge hepe-like virus 4,2014.0,1
Megavirus chiliensis,2014.0,1
Mycobacterium phage BatteryCK,2014.0,1
Mycobacterium phage Asayake,2014.0,1
Rabbit hemorrhagic disease virus,2014.0,147
Ramu stunt virus,2014.0,5
Mycobacterium phage Makemake,2014.0,2
Mycobacterium phage Filch,2014.0,1
Porcine associated circular DNA virus-4,2014.0,1
Barns Ness breadcrumb sponge hepe-like virus 3,2014.0,1
Poxviridae sp.,2014.0,9
Mycobacterium phage Filuzino,2014.0,2
Mycobacterium phage Findley,2014.0,2
Puma lentivirus,2014.0,22
Mycobacterium phage Snape,2014.0,1
Redspotted grouper nervous necrosis virus,2014.0,22
Mycobacterium phage Manda,2014.0,1
Mycobacterium phage MikeLiesIn,2014.0,1
Mycobacterium phage Glass,2014.0,1
Wheat dwarf virus,2014.0,1
Mycobacterium phage Bartholomew,2014.0,2
Mycobacterium phage Midas2,2014.0,1
Whistler virus,2014.0,2
Mycobacterium phage AvatarAhPeg,2014.0,1
Bactericera cockerelli picorna-like virus,2014.0,1
Bacillus phage WhyPhy,2014.0,2
Avian orthoavulavirus 16,2014.0,2
Porcine associated circular DNA virus-3,2014.0,1
Arthrobacter phage Gorgeous,2014.0,1
White clover cryptic virus 1,2014.0,1
Porcine torovirus,2014.0,3
Mycobacterium phage SoilDragon,2014.0,2
Mycobacterium phage Giraffe,2014.0,1
Astrovirus BatAstV M.bech/GER,2014.0,1
Arthrobacter phage Blair,2014.0,1
Avian orthoavulavirus 17,2014.0,2
Avian astrovirus,2014.0,1
Arthrobacter phage Stratus,2014.0,1
White spot syndrome virus,2014.0,106
Mycobacterium phage PeterPeter,2014.0,1
Myotacovirus sp.,2014.0,6
Porcine circovirus 3,2014.0,40
Barns Ness breadcrumb sponge aquatic picorna-like virus 4,2014.0,1
Narcissus latent virus,2014.0,1
Mycobacterium phage Sneeze,2014.0,2
West African Asystasia virus 1,2014.0,10
Myriapoda gemycircularvirus 3,2014.0,1
West Nile virus,2014.0,158
Mycobacterium phage FirstPlacePfu,2014.0,2
Mosquito densovirus HB-3,2014.0,1
Avian orthoavulavirus 1,2014.0,373
Avian orthoavulavirus 18,2014.0,2
Myridapoda densovirus 2,2014.0,1
Rehmannia mosaic virus,2014.0,1
Myoviridae sp. ctMb725,2014.0,1
Pseudomonas phage PaoP5,2014.0,2
Mycobacterium phage FlagStaff,2014.0,2
Megalocytivirus sp.,2014.0,6
Reindeer gammaherpesvirus,2014.0,10
Mycobacterium virus Rosebush,2014.0,1
Mycobacterium phage Snenia,2014.0,2
Barns Ness breadcrumb sponge aquatic picorna-like virus 3,2014.0,1
Barns Ness breadcrumb sponge aquatic picorna-like virus 2,2014.0,1
Wesselsbron virus,2014.0,1
Barns Ness breadcrumb sponge narna-like virus 5,2014.0,1
Barns Ness breadcrumb sponge narna-like virus 6,2014.0,1
Murine chapparvovirus,2014.0,1
Avastrovirus 3,2014.0,10
Microviridae sp. ctNWS1,2014.0,1
Mycobacterium virus Peaches,2014.0,2
Pseudomonas phage AH02,2014.0,1
Wheat yellow mosaic virus,2014.0,26
Mesta yellow vein mosaic virus alphasatellite,2014.0,3
Barns Ness breadcrumb sponge weivirus-like virus 5,2014.0,1
Mycobacterium phage Jane,2014.0,1
Mycobacterium phage ToneTone,2014.0,1
Barns Ness breadcrumb sponge weivirus-like virus 6,2014.0,1
Mycobacterium phage Pistachio,2014.0,2
Mycobacterium virus Baee,2014.0,2
Mesta yellow vein mosaic virus,2014.0,5
Mycobacterium phage Capricorn,2014.0,1
Middelburg virus,2014.0,9
Wuhan insect virus 11,2014.0,2
Monodontid alphaherpesvirus 1,2014.0,3
Namao virus,2014.0,1
Rat arterivirus 2,2014.0,1
Mycobacterium phage OlanP,2014.0,1
Rat arterivirus 3,2014.0,1
Mycobacterium phage Cueylyss,2014.0,1
Wild potato mosaic virus,2014.0,4
Mycobacterium phage DmpstrDiver,2014.0,1
Barns Ness breadcrumb sponge partiti-like virus 1,2014.0,2
Potato virus X,2014.0,14
Mycobacterium phage Kwadwo,2014.0,1
Bacillus phage BtiUFT6.51-F,2014.0,1
Astrovirus VA1/HMO-C,2014.0,1
Barns Ness breadcrumb sponge weivirus-like virus 2,2014.0,1
Wuhan insect virus 13,2014.0,2
Barns Ness breadcrumb sponge weivirus-like virus 3,2014.0,1
Propionibacterium phage Moyashi,2014.0,2
Xinzhou nematode virus 2,2014.0,2
Xinzhou nematode virus 1,2014.0,2
Rasavirus sp.,2014.0,11
Arthrobacter virus PrincessTrina,2014.0,2
Procambarus clarkii dicistro-like virus,2014.0,1
Xinzhou mivirus,2014.0,2
Pseudogymnoascus destructans partitivirus-pa,2014.0,8
Raspberry ringspot virus,2014.0,8
Barns Ness breadcrumb sponge weivirus-like virus 4,2014.0,1
Arenavirus DX1401,2014.0,1
Xanthomonas virus f30,2014.0,2
Porcine associated circular DNA virus-9,2014.0,1
Wuhan snail virus 2,2014.0,2
Mycobacterium phage Tonenili,2014.0,2
Armillaria borealis ambi-like virus 2,2014.0,1
Primate T-lymphotropic virus 2,2014.0,48
Potato mop-top virus,2014.0,2
Mycobacterium phage Rando14,2014.0,2
Barns Ness serrated wrack narna-like virus 1,2014.0,1
Xinzhou dimarhabdovirus virus 1,2014.0,2
Barns Ness serrated wrack narna-like virus 2,2014.0,1
Astrovirus Mnd-36,2014.0,1
Astrovirus Mnd-27,2014.0,1
Barns Ness serrated wrack narna-like virus 3,2014.0,1
Artichoke latent virus,2014.0,1
Rabovirus D,2014.0,2
Barns Ness serrated wrack narna-like virus 4,2014.0,1
Mycobacterium phage Nozo,2014.0,1
Barns Ness serrated wrack noda-like virus 1,2014.0,1
Mycobacterium phage NorthStar,2014.0,1
Astrovirus Mnd-139,2014.0,1
Bacillus virus Bam35,2014.0,1
Mycobacterium phage Iracema64,2014.0,2
Balaenoptera acutorostrata gammaherpesvirus 2,2014.0,1
Barns Ness serrated wrack noda-like virus 2,2014.0,1
Mycobacterium phage Pippin,2014.0,2
Potato yellow vein virus,2014.0,3
Bacillus virus Claudi,2014.0,2
Barns Ness serrated wrack bunya/phlebo-like virus 1,2014.0,1
Barns Ness dog whelk orthomyxo-like virus 1,2014.0,2
Providence virus,2014.0,1
Barns Ness dog whelk narna-like virus 1,2014.0,1
Rat arterivirus 4,2014.0,1
Mycobacterium virus Alma,2014.0,1
Barns Ness breadcrumb sponge weivirus-like virus 7,2014.0,1
Mycobacterium phage Jabiru,2014.0,1
Barns Ness breadcrumb sponge weivirus-like virus 8,2014.0,1
Mycobacterium phage Ohno789,2014.0,1
Rat associated smacovirus,2014.0,2
Mesta yellow vein mosaic alphasatellite,2014.0,4
Murine leukemia virus,2014.0,1
Armillaria borealis mycovirgavirus 1,2014.0,1
Monkeypox virus,2014.0,3
Mycobacterium phage Bryler,2014.0,2
Mycobacterium phage LeMond,2014.0,1
Middle East respiratory syndrome-related coronavirus,2014.0,274
Mycobacterium phage Rahalelujah,2014.0,1
Arthrobacter phage Timinator,2014.0,1
Mona Grita phlebovirus,2014.0,6
Barns Ness breadcrumb sponge weivirus-like virus 9,2014.0,1
Barns Ness dog whelk bunya/arena-like virus 1,2014.0,1
Mycobacterium phage Legolas,2014.0,1
Pteropus associated gemycircularvirus 6,2014.0,1
Rat astrovirus,2014.0,13
Porcine associated circular DNA virus-8,2014.0,1
Porcine mastadenovirus C,2014.0,1
Potato yellow mosaic virus,2014.0,1
Mycobacterium phage Dione,2014.0,1
Propionibacterium phage PacnesP2,2014.0,1
Porcine bocavirus,2014.0,15
Xinzhou partiti-like virus 1,2014.0,4
Bacillus phage 031MP004,2014.0,1
Bacillus phage 031MP003,2014.0,1
Propionibacterium phage QueenBey,2014.0,2
Arthrobacter virus Preamble,2014.0,2
Mycobacterium phage Polka14,2014.0,2
Pseudocowpox virus,2014.0,6
Quang Binh virus,2014.0,1
Barns Ness breadcrumb sponge sobemo-like virus 2,2014.0,1
Providencia virus PR1,2014.0,2
Bacillus phage 031MP002,2014.0,1
Bacillus phage 022DV001,2014.0,1
Mycobacterium phage Polymorphads,2014.0,1
Mycobacterium phage PacerPaul,2014.0,2
Bacillus phage 019DV004,2014.0,1
Bacillus phage 019DV002,2014.0,1
Bacillus phage 015DV004,2014.0,1
Barns Ness breadcrumb sponge tombus-like virus 1,2014.0,1
Barns Ness breadcrumb sponge tombus-like virus 2,2014.0,1
Mycobacterium virus Vincenzo,2014.0,3
Raspberry bushy dwarf virus,2014.0,3
Xanthomonas virus f20,2014.0,2
Barns Ness breadcrumb sponge sobemo-like virus 1,2014.0,1
Bamboo mosaic virus satellite RNA,2014.0,40
Barns Ness breadcrumb sponge picobirna-like virus 1,2014.0,1
Barns Ness breadcrumb sponge picorna-like virus 1,2014.0,1
Mycobacterium phage Panamaxus,2014.0,1
Propionibacterium phage PA1-14,2014.0,2
Myoviridae environmental samples,2014.0,565
Mycobacterium phage Journey13,2014.0,1
Propionibacterium phage PacnesP1,2014.0,1
Bat betacoronavirus,2014.0,7
Arthrobacter phage TaeYoung,2014.0,1
Potato leafroll virus,2014.0,19
Barns Ness breadcrumb sponge picorna-like virus 2,2014.0,1
Barns Ness breadcrumb sponge picorna-like virus 3,2014.0,1
Mycobacterium phage Daishi,2014.0,1
Bacillus phage 056SW001B,2014.0,1
Bacillus phage 055SW001,2014.0,1
Bacillus phage 049ML003,2014.0,1
Bacillus phage 049ML001,2014.0,1
Bacillus phage 043JT007,2014.0,1
Bacillus phage 035JT004,2014.0,1
Bacillus phage 035JT001,2014.0,1
Mycobacterium phage Cambiare,2014.0,2
Bamboo rat parvovirus,2014.0,2
Avastrovirus 2,2014.0,1
Barns Ness breadcrumb sponge tombus-like virus 3,2014.0,1
Mycobacterium phage OrangeOswald,2014.0,1
Mycobacterium phage Lambert1,2014.0,1
Bamboo mosaic virus,2014.0,52
Armillaria ambi-like virus 3,2014.0,1
Barns Ness breadcrumb sponge weivirus-like virus 10,2014.0,1
Armillaria borealis ambi-like virus 1,2014.0,1
Mycobacterium phage Oogway,2014.0,2
Porcine astrovirus 3,2014.0,6
Myxoma virus,2014.0,7
Mycobacterium phage ProfessorX,2014.0,1
Polerovirus sp.,2014.0,1
Porcine redondovirus 1,2014.0,1
Mycobacterium phage Delylah,2014.0,1
Mycobacterium phage Dieselweasel,2014.0,1
Xinzhou nematode virus 7,2014.0,2
Murine mastadenovirus B,2014.0,1
Myoviridae sp.,2014.0,191
Arthrobacter phage LeeroyJ,2014.0,1
Quail coronavirus UAE-HKU30,2014.0,1
Mycobacterium phage Dingo,2014.0,1
Raspberry leaf blotch emaravirus,2014.0,15
Mycobacterium phage JetBlade,2014.0,1
Mycobacterium phage Deano,2014.0,1
Mycobacterium phage LadyBird,2014.0,2
Arthrobacter phage Jessica,2014.0,1
Mycobacterium phage Pound,2014.0,1
Bacillus phage 015DV002,2014.0,1
Bacillus phage 010DV005,2014.0,1
Avian gyrovirus 13,2014.0,1
Bacillus phage 010DV004,2014.0,1
Barns Ness breadcrumb sponge tombus-like virus 4,2014.0,1
Barns Ness breadcrumb sponge weivirus-like virus 1,2014.0,1
Mycobacterium phage Cain,2014.0,1
Mycobacterium phage Zakhe101,2014.0,1
Arthrobacter phage SorJuana,2014.0,1
Mycobacterium phage Puppy,2014.0,1
Wheat streak mosaic virus,2014.0,2
Mycobacterium phage OwlsT2W,2014.0,2
Wuhan ascaridia galli virus 1,2014.0,1
Mycobacterium phage DarthPhader,2014.0,2
Mycobacterium phage Oscar,2014.0,1
Avastrovirus 1,2014.0,15
Marinitoga camini virus 1,2014.0,1
Marinobacter phage AS1,2014.0,1
Raspberry latent virus,2014.0,4
Porcine picobirnavirus,2014.0,27
Mycobacterium phage Jillium,2014.0,1
Queensland carbovirus,2014.0,2
Ralstonia virus RSIBR1,2014.0,2
Arthrobacter virus Salgado,2014.0,2
Mycobacterium phage Todacoro,2014.0,1
Mycobacterium virus Soto,2014.0,2
Australian bat lyssavirus,2014.0,12
Mycobacterium phage Cedasite,2014.0,1
Wuchang arlivirus,2014.0,2
Marseillevirus SR5,2014.0,1
Mycobacterium phage Rimmer,2014.0,1
Mycobacterium phage Ximenita,2014.0,2
Mycobacterium phage Centaur,2014.0,2
Ralstonia phage RP31,2014.0,1
Mycobacterium phage Adnama,2014.0,1
Mink bocavirus,2014.0,5
Xingshan nematode virus 1,2014.0,2
Melon necrotic spot virus,2014.0,5
Mycobacterium phage Commander,2014.0,1
Porcine bufavirus,2014.0,2
Porcine epidemic diarrhea virus,2014.0,1189
Arthrobacter phage Correa,2014.0,1
Wuchan romanomermis nematode virus 3,2014.0,4
Marseillevirus marseillevirus,2014.0,1
Mycobacterium phage LittleB,2014.0,1
Arthrobacter virus Tank,2014.0,2
Asian prunus virus 2,2014.0,9
Wuchan romanomermis nematode virus 1,2014.0,2
Porcine astrovirus 1,2014.0,24
Python nidovirus,2014.0,1
Mycobacterium phage Hutc2,2014.0,1
Bacillus phage HonestAbe,2014.0,1
Rabbit coronavirus,2014.0,6
Wuchang cockroach orthophasmavirus 1,2014.0,1
Barns Ness breadcrumb sponge narna-like virus 7,2014.0,1
Porcine feces associated IAS virus like virus,2014.0,1
Melon yellow spot orthotospovirus,2014.0,3
Mycobacterium phage Vorrps,2014.0,1
Mycobacterium phage Hughesyang,2014.0,1
Red clover nepovirus A,2014.0,2
Arthrobacter virus Sonny,2014.0,2
Bat astrovirus,2014.0,3
Pseudoalteromonas phage H103,2014.0,2
Arthrobacter phage Edmundo,2014.0,1
Bagaza virus,2014.0,1
Middle Point orbivirus,2014.0,10
Astrovirus MLB1,2014.0,1
Mycobacterium phage Horchata,2014.0,1
Mycobacterium phage Parliament,2014.0,1
Murine feces-associated gemycircularvirus 1,2014.0,1
Arthrobacter phage Immaculata,2014.0,1
Avian leukosis virus,2014.0,87
Yam chlorotic mosaic virus,2014.0,21
Xingshan nematode virus 2,2014.0,2
Werosea circovirus,2014.0,4
Murine picobirnavirus 2,2014.0,1
Murine picobirnavirus 3,2014.0,1
Arabis mosaic virus,2014.0,70
Mycobacterium phage Alvin,2014.0,2
Mycobacterium phage Hexamo,2014.0,1
Ralstonia virus RP12,2014.0,2
Mycobacterium phage Phrank,2014.0,1
Arthrobacter phage Courtney3,2014.0,1
Porcine smacovirus 3,2014.0,1
Potato virus A,2014.0,3
Mycobacterium phage Bigswole,2014.0,2
Werosea cyclovirus,2014.0,24
Mycobacterium phage Phontbonne,2014.0,1
Mastadenovirus sp.,2014.0,5
Xanthomonas phage f29-Xaj,2014.0,1
Astrovirus sp.,2014.0,56
Mogiana tick virus,2014.0,28
Mycobacterium virus Mosmoris,2014.0,1
Barley yellow dwarf virus PAS,2014.0,5
Murine circovirus,2014.0,1
Arthrobacter virus Joann,2014.0,2
Arabis mosaic virus large satellite RNA,2014.0,1
Red footed tortoise adenovirus 2,2014.0,1
Mycobacterium phage WalterMcMickey,2014.0,1
Pyrrhula pyrrhula polyomavirus 1,2014.0,5
Murine coronavirus,2014.0,4
Mycobacterium phage Agape74,2014.0,1
Arthropod densovirus,2014.0,1
Mycobacterium phage AgentM,2014.0,1
Potyvirus sp.,2014.0,2
Barley yellow dwarf virus PAV,2014.0,6
Protoparvovirus sp.,2014.0,9
Mycobacterium phage Roary,2014.0,1
Ralstonia phage UAM5,2014.0,1
Wheat spindle streak mosaic virus,2014.0,1
Myoviridae sp. ct3mI7,2014.0,1
Pouzolzia golden mosaic virus,2014.0,3
Arachis pintoi virus,2014.0,3
Mycobacterium phage Rohr,2014.0,2
Mycobacterium virus Xeno,2014.0,2
Porcine smacovirus 2,2014.0,1
Bat bug circovirus,2014.0,1
Yacon virus A,2014.0,2
Mycobacterium phage Albee,2014.0,1
Aurora borealis virus 4,2014.0,1
Mycobacterium phage Wallhey,2014.0,1
Mycobacterium phage Bipper,2014.0,2
Wissadula yellow mosaic virus,2014.0,3
Xipapillomavirus 1,2014.0,4
Wuchang virus,2014.0,1
Xinzhou alphanemrhavirus,2014.0,2
Wild tomato mosaic virus,2014.0,4
Qinghai Himalayan marmot astrovirus 2,2014.0,2
Myoviridae sp. ctrMq22,2014.0,1
Astrovirus MLB2,2014.0,2
Mycobacterium phage Youngblood,2014.0,1
Arthrobacter virus Shade,2014.0,2
Aves polyomavirus 1,2014.0,2
Mycobacterium virus Pg1,2014.0,1
Mycobacterium virus Phayonce,2014.0,2
Mycobacterium phage Nibb,2014.0,2
Mycobacterium phage DreamCatcher,2014.0,1
Porcine reproductive and respiratory syndrome virus,2014.0,2338
Mycobacterium phage Nerujay,2014.0,2
Murine feces-associated rhabdovirus,2014.0,1
Mycobacterium phage Leston,2014.0,2
Potato spindle tuber viroid,2014.0,2
Bastrovirus BAS-2,2014.0,3
Balaenoptera acutorostrata gammaherpesvirus 1,2014.0,1
Baiomys poxvirus,2014.0,10
Pseudoalteromonas phage Pq0,2014.0,2
Myoviridae sp. ct4xW4,2014.0,1
Rattus tanezumi adenovirus,2014.0,3
Primate tetraparvovirus 1,2014.0,11
Porcine genomovirus-3,2014.0,1
Barns Ness breadcrumb sponge noda-like virus 2,2014.0,1
Mycobacterium phage Kristoff,2014.0,1
Primus virus,2014.0,1
Propionibacterium phage Enoki,2014.0,2
Moosepox virus GoldyGopher14,2014.0,1
Rabies lyssavirus,2014.0,698
Rattail cactus necrosis-associated virus,2014.0,4
Mycobacterium phage DrHayes,2014.0,1
Banana bract mosaic virus,2014.0,12
Mycobacterium phage Bricole,2014.0,1
Rattus losea adenovirus,2014.0,3
Wuhan poty-like virus 1,2014.0,2
Momordica yellow mosaic betasatellite,2014.0,4
Wuhan house centipede virus 6,2014.0,2
Microviridae sp.,2014.0,42
Mycobacterium phage Urkel,2014.0,2
Pseudoalteromonas virus H101,2014.0,2
Mycobacterium phage InterFolia,2014.0,1
Rattus norvegicus adenovirus,2014.0,9
Porcine mastadenovirus A,2014.0,20
Basavirus sp.,2014.0,17
Mycobacterium phage Pioneer,2014.0,2
Arthrobacter phage Link,2014.0,1
Mopeia rhabdovirus,2014.0,1
Mycobacterium phage Lev2,2014.0,1
Australian grapevine viroid,2014.0,9
Myotis latirostis coronavirus,2014.0,1
Porcine genomovirus-2,2014.0,1
Mycobacterium phage Durfee,2014.0,1
Mycobacterium phage Pinnie,2014.0,2
Bastrovirus-like_virus/VietNam/Bat/17819_21,2014.0,2
Mobovirus A,2014.0,1
Red clover carlavirus A,2014.0,1
Porcine genomovirus-1,2014.0,1
Merbecovirus sp.,2014.0,3
Mycobacterium phage Corofin,2014.0,1
Mycobacterium phage AFIS,2014.0,2
Murine feces-associated gemycircularvirus 2,2014.0,1
Arthrobacter phage Nason,2014.0,1
Wuhan spirurian nematodes virus 1,2014.0,2
Mycobacterium phage Coog,2014.0,1
Barns Ness breadcrumb sponge narna-like virus 8,2014.0,1
Mycobacterium virus Brusacoram,2014.0,2
Mycobacterium phage Phabba,2014.0,2
Mycobacterium phage Boiiii,2014.0,1
Potexvirus sp.,2014.0,9
Posavirus 1,2014.0,1
Rabbit calicivirus Australia 1,2014.0,3
Nanovirus-like particle,2014.0,29
Psittaciform 2 orthobornavirus,2014.0,2
Myoviridae sp. ct4QN2,2014.0,1
Bastrovirus BAS-3,2014.0,5
Mycobacterium phage VasuNzinga,2014.0,1
Myoviridae sp. ctzA421,2014.0,1
Mycobacterium virus ThetaBob,2014.0,2
Mycobacterium phage Nazo,2014.0,1
Mycobacterium Phage Leviathan,2014.0,1
Mirafiori lettuce big-vein ophiovirus,2014.0,2
Xinzhou bunya-like virus 2,2014.0,1
Raphanus sativus cryptic virus 1,2014.0,3
Bacillus phage DIGNKC,2014.0,2
Mycobacterium virus Pipsqueaks,2014.0,2
Marmot cardiovirus,2014.0,1
Xingshan alphanemrhavirus,2014.0,2
Xinzhou bunya-like virus 1,2014.0,1
Bacillus virus Goe1,2014.0,2
Qinghai Himalayan marmot astrovirus 1,2014.0,2
Primate T-lymphotropic virus 1,2014.0,229
Myoviridae sp. ctAys2,2014.0,1
Mycobacterium phage Yokurt,2014.0,1
Barns Ness breadcrumb sponge noda-like virus 1,2014.0,1
Murine feces-associated hepe-like virus,2014.0,1
Potato yellowing virus,2014.0,2
Mycobacterium phage DuchessDung,2014.0,1
Barnacle hexartovirus,2014.0,2
Lettuce chordovirus 1,2014.0,2
Mycobacterium phage Sweets,2014.0,1
Changjiang narna-like virus 5,2014.0,1
Changjiang partiti-like virus 1,2014.0,1
Changjiang picorna-like virus 1,2014.0,2
Changjiang picorna-like virus 10,2014.0,2
