Species,Collection_Date,Count
Colorado tick fever coltivirus,2013.0,73
Pagoda yellow mosaic associated virus,2013.0,10
Ralstonia virus DURPI,2013.0,78
Avian coronavirus,2013.0,1252
Ugandan cassava brown streak virus,2013.0,31
Anopheles flavivirus Liberia/2013,2013.0,19
Podoviridae sp. ctWeH21,2013.0,39
Palyam virus,2013.0,17
Anopheles hyrcanus flavivirus,2013.0,1
Anopheles totivirus,2013.0,2
Alphapapillomavirus 10,2013.0,28
Maize yellow dwarf virus RMV,2013.0,6
Salmonella phage SLMP1,2013.0,57
Pan troglodytes adenovirus,2013.0,49
Anser anser polyomavirus 1,2013.0,50
Maize yellow mosaic virus,2013.0,68
Columbid alphaherpesvirus 1,2013.0,261
Croton yellow vein mosaic betasatellite,2013.0,1
Pterostylis totivirus-like,2013.0,4
Paramyxovirus PREDICT_PMV-54,2013.0,7
Picobirnavirus PREDICT_PbV-111,2013.0,1
Ungulate copiparvovirus 2,2013.0,1
Mycobacterium phage Hopey,2013.0,142
Picobirnavirus PREDICT_PbV-112,2013.0,3
Cotton leaf curl Shahdadpur virus,2013.0,6
Middle Point orbivirus,2013.0,10
Coronavirus PREDICT CoV-55,2013.0,2
Picobirnavirus PREDICT_PbV-113,2013.0,2
Picobirnavirus PREDICT_PbV-114,2013.0,6
Picobirnavirus PREDICT_PbV-115,2013.0,1
Xanthomonas phage XacN1,2013.0,592
Picobirnavirus PREDICT_PbV-116,2013.0,2
Picobirnavirus PREDICT_PbV-117,2013.0,1
Picobirnavirus PREDICT_PbV-118,2013.0,4
Coronavirus PREDICT CoV-52,2013.0,2
Picobirnavirus PREDICT_PbV-119,2013.0,1
Rodent protoparvovirus 1,2013.0,4
Mycobacterium phage Hercules11,2013.0,90
Picobirnavirus PREDICT_PbV-103,2013.0,1
Rhodococcus virus Takoda,2013.0,134
Coronavirus PREDICT CoV-57,2013.0,4
Picobirnavirus PREDICT_PbV-104,2013.0,3
Picobirnavirus PREDICT_PbV-105,2013.0,1
Mimivirus FPD-2014,2013.0,12
Rhodococcus phage Rasputin,2013.0,66
Cotton leaf curl Rajasthan virus,2013.0,36
Picobirnavirus PREDICT_PbV-107,2013.0,4
Picobirnavirus PREDICT_PbV-108,2013.0,1
Picobirnavirus PREDICT_PbV-109,2013.0,13
Millipede wumivirus,2013.0,6
Picobirnavirus PREDICT_PbV-11,2013.0,6
Picobirnavirus PREDICT_PbV-110,2013.0,2
Picobirnavirus PREDICT_PbV-106,2013.0,16
Picobirnavirus PREDICT_PbV-102,2013.0,3
Picobirnavirus PREDICT_PbV-12,2013.0,17
Middle East respiratory syndrome-related coronavirus,2013.0,976
Picobirnavirus PREDICT_PbV-23,2013.0,4
Rhodococcus phage Erik,2013.0,66
Rose leaf curl betasatellite,2013.0,1
Rose leaf curl virus,2013.0,6
Rhodobacter virus RcTitan,2013.0,122
Picobirnavirus PREDICT_PbV-24,2013.0,1
Picobirnavirus PREDICT_PbV-22,2013.0,1
Picobirnavirus PREDICT_PbV-25,2013.0,1
Rose partitivirus,2013.0,2
Picobirnavirus PREDICT_PbV-27,2013.0,1
Rhodobacter virus RcCronus,2013.0,178
Mycobacterium phage JoongJeon,2013.0,88
Rhodobacter phage RcOceanus,2013.0,57
Pegivirus A,2013.0,47
Picobirnavirus PREDICT_PbV-26,2013.0,4
Picobirnavirus PREDICT_PbV-120,2013.0,1
Picobirnavirus PREDICT_PbV-21,2013.0,1
Rosavirus B,2013.0,2
Picobirnavirus PREDICT_PbV-121,2013.0,1
Mycobacterium phage Illumine,2013.0,99
Picobirnavirus PREDICT_PbV-13,2013.0,2
Picobirnavirus PREDICT_PbV-14,2013.0,7
Picobirnavirus PREDICT_PbV-15,2013.0,3
Picobirnavirus PREDICT_PbV-16,2013.0,2
Cotton leaf curl virus,2013.0,25
Picobirnavirus PREDICT_PbV-17,2013.0,1
Carnivore bocaparvovirus 5,2013.0,8
Mycobacterium phage IrishSherpFalk,2013.0,106
Picobirnavirus PREDICT_PbV-18,2013.0,2
Picobirnavirus PREDICT_PbV-19,2013.0,2
Picobirnavirus PREDICT_PbV-2,2013.0,6
Picobirnavirus PREDICT_PbV-20,2013.0,1
Arthrobacter phage Moloch,2013.0,26
Rhodactis coral adintovirus,2013.0,12
Picobirnavirus PREDICT_PbV-101,2013.0,8
Picobirnavirus PREDICT_PbV-100,2013.0,1
Miniopterus schreibersii astrovirus 8,2013.0,10
Ribes americanum virus A,2013.0,10
Alagoas vesiculovirus,2013.0,15
Miniopterus schreibersii astrovirus 7,2013.0,1
Pegivirus K,2013.0,2
Miniopterus schreibersii astrovirus 6/11/12,2013.0,5
Coronavirus PREDICT CoV-71,2013.0,1
Miniopterus schreibersii astrovirus 6,2013.0,1
Coronavirus PREDICT CoV-70,2013.0,1
Miniopterus schreibersii astrovirus 4,2013.0,14
Propionibacterium virus Ouroboros,2013.0,90
Propionibacterium virus Lauchelly,2013.0,90
Propionibacterium virus Keiki,2013.0,90
uncultured organism,2013.0,8
Propionibacterium virus Pirate,2013.0,88
Mycobacterium phage GageAP,2013.0,182
Miniopterus schreibersii astrovirus 9,2013.0,2
Apple geminivirus 1,2013.0,12
Mirabilis leaf curl virus,2013.0,12
Mirabilis leaf curl betasatellite,2013.0,2
Mirabilis leaf curl India virus associated betasatellite,2013.0,2
Coronavirus PREDICT_CoV-17,2013.0,1
Mycobacterium phage FireRed,2013.0,148
Mycobacterium phage Firehouse51,2013.0,196
Rodent herpesvirus,2013.0,1
Chiropteran bocaparvovirus 4,2013.0,10
Rodent hepevirus,2013.0,2
Pegivirus sp.,2013.0,6
uncultured densovirus,2013.0,86
Mink circovirus,2013.0,5
Aeromonas virus 25AhydR2PP,2013.0,102
uncultured marine RNA virus,2013.0,17
Xincheng anphevirus,2013.0,8
Coronavirus PREDICT CoV-59,2013.0,6
Picobirnaviridae sp.,2013.0,4
Picobirnavirus CHN49-like,2013.0,1
Chickpea chlorotic dwarf virus,2013.0,517
Mycobacterium phage Guanica15,2013.0,102
Mycobacterium phage Guo1,2013.0,59
Coronavirus PREDICT CoV-62,2013.0,2
Rhopalosiphum padi virus,2013.0,5
Coronavirus PREDICT CoV-61,2013.0,4
Pseudomonas virus Noxifer,2013.0,668
Coronavirus PREDICT CoV-60,2013.0,2
Picobirnavirus HK-2014,2013.0,5
Yerba mate alphaendornavirus,2013.0,2
Picobirnavirus PREDICT_PbV-1,2013.0,11
Picobirnavirus PREDICT_PbV-10,2013.0,3
Rodent paramyxovirus,2013.0,9
Mimivirus reunion,2013.0,977
Arthrobacter phage Maggie,2013.0,26
Picobirnaviridae sp. ct6rZ1,2013.0,2
Mycobacterium phage Grum1,2013.0,90
Coronavirus PREDICT CoV-63,2013.0,18
Coronavirus PREDICT CoV-68,2013.0,5
Pegivirus J,2013.0,1
Pegivirus H,2013.0,2
Miniopterus fuliginosus coronavirus,2013.0,7
Miniopterus fuliginosus astrovirus XMM445,2013.0,5
Cotton leaf curl Multan virus,2013.0,101
Mycobacterium phage GreaseLightnin,2013.0,160
Miniopterus bat coronavirus HKU8,2013.0,16
Albuca mosaic virus,2013.0,10
Coronavirus PREDICT CoV-66,2013.0,1
Mycobacterium phage Gengar,2013.0,190
Pegivirus E,2013.0,10
Coronavirus PREDICT CoV-65,2013.0,2
Pegivirus D,2013.0,1
Coronavirus PREDICT CoV-67,2013.0,3
Picobirnavirus PREDICT_PbV-28,2013.0,1
Picobirnavirus PREDICT_PbV-29,2013.0,2
Picobirnavirus PREDICT_PbV-3,2013.0,1
Picobirnavirus PREDICT_PbV-83,2013.0,6
Wuhan spider virus 3,2013.0,2
Wuhan spider virus 2,2013.0,2
Wuhan spider virus 10,2013.0,2
Coronavirus PREDICT CoV-45,2013.0,1
Picobirnavirus PREDICT_PbV-84,2013.0,1
Picobirnavirus PREDICT_PbV-82,2013.0,1
Picobirnavirus PREDICT_PbV-85,2013.0,1
Rhizoctonia solani negative-stranded virus 3,2013.0,1
Picobirnavirus PREDICT_PbV-87,2013.0,2
Picobirnavirus PREDICT_PbV-88,2013.0,3
Picobirnavirus PREDICT_PbV-89,2013.0,2
Picobirnavirus PREDICT_PbV-9,2013.0,1
Picobirnavirus PREDICT_PbV-90,2013.0,4
Picobirnavirus PREDICT_PbV-86,2013.0,4
Picobirnavirus PREDICT_PbV-91,2013.0,1
Rhizoctonia solani negative-stranded virus 4,2013.0,1
Picobirnavirus PREDICT_PbV-80,2013.0,45
Picobirnavirus PREDICT_PbV-74,2013.0,1
Picobirnavirus PREDICT_PbV-75,2013.0,2
Picobirnavirus PREDICT_PbV-76,2013.0,3
Picobirnavirus PREDICT_PbV-77,2013.0,7
Picobirnavirus PREDICT_PbV-78,2013.0,5
Picobirnavirus PREDICT_PbV-79,2013.0,1
Picobirnavirus PREDICT_PbV-81,2013.0,1
Mycobacterium phage Koguma,2013.0,230
Picobirnavirus PREDICT_PbV-8,2013.0,2
Rhizoctonia solani ourmia-like virus 5,2013.0,1
Rhizoctonia solani ourmia-like virus 4,2013.0,1
Rhizoctonia solani ourmia-like virus 3,2013.0,1
Rhizoctonia solani ourmia-like virus 2,2013.0,1
Wuhan spider virus 4,2013.0,8
Wuhan spider virus 5,2013.0,8
Picobirnavirus PREDICT_PbV-73,2013.0,1
Mycobacterium phage Larenn,2013.0,184
Rhizoctonia solani negative-stranded virus 2,2013.0,1
Wuhan pillworm virus 1,2013.0,8
Rhizoctonia solani mitovirus 37,2013.0,1
Rhizoctonia solani mitovirus 34,2013.0,1
Mycobacterium phage Lilith,2013.0,87
Wuhan nido-like virus 1,2013.0,6
Rhizoctonia solani mitovirus 33,2013.0,1
Microviridae sp. ct13s5,2013.0,13
Picobirnavirus PREDICT_PbV-96,2013.0,7
Picobirnavirus PREDICT_PbV-98,2013.0,3
Microviridae sp.,2013.0,173
Picobirnavirus PREDICT_PbV-99,2013.0,1
Pseudomonas virus PB1,2013.0,361
Pedilanthus leaf curl virus,2013.0,27
Rhizoctonia solani mitovirus 32,2013.0,1
Picobirnavirus PREDICT_PbV-97,2013.0,1
Picobirnavirus PREDICT_PbV-92,2013.0,5
Rhizoctonia solani mitovirus 38,2013.0,1
Rhizoctonia solani mitovirus 4,2013.0,1
Coronavirus PREDICT CoV-44,2013.0,2
Picobirnavirus PREDICT_PbV-93,2013.0,1
Rhizoctonia solani negative-stranded virus 1,2013.0,1
Rhizoctonia solani mitovirus 9,2013.0,1
Wuhan sigmavirus,2013.0,18
Wuhan pillworm virus 4,2013.0,1
Wuhan pillworm virus 2,2013.0,18
Arthrobacter phage Sandman,2013.0,26
Rhizoctonia solani mitovirus 7,2013.0,1
Rhizoctonia solani mitovirus 6,2013.0,1
Rhizoctonia solani mitovirus 5,2013.0,1
Wuhan pillworm virus 3,2013.0,6
Picobirnavirus PREDICT_PbV-94,2013.0,15
Picobirnavirus PREDICT_PbV-95,2013.0,3
Rhizoctonia solani mitovirus 8,2013.0,1
Wuhan spider virus 6,2013.0,8
Mycobacterium phage Klein,2013.0,248
Picobirnavirus PREDICT_PbV-72,2013.0,1
Rosellinia necatrix fusarivirus 2,2013.0,3
Rosellinia necatrix hypovirus 1,2013.0,2
Picobirnavirus PREDICT_PbV-4,2013.0,14
Picobirnavirus PREDICT_PbV-40,2013.0,1
Rosellinia necatrix megatotivirus 1,2013.0,2
Picobirnavirus PREDICT_PbV-41,2013.0,4
Picobirnavirus PREDICT_PbV-39,2013.0,1
Picobirnavirus PREDICT_PbV-42,2013.0,2
Rhizoctonia solani putative virus 2,2013.0,1
Picobirnavirus PREDICT_PbV-44,2013.0,1
Picobirnavirus PREDICT_PbV-45,2013.0,5
Picobirnavirus PREDICT_PbV-46,2013.0,5
Picobirnavirus PREDICT_PbV-47,2013.0,2
Picobirnavirus PREDICT_PbV-48,2013.0,7
Picobirnavirus PREDICT_PbV-43,2013.0,4
Picobirnavirus PREDICT_PbV-49,2013.0,1
Rosellinia necatrix fusagravirus 3,2013.0,2
Picobirnavirus PREDICT_PbV-37,2013.0,5
Picobirnavirus PREDICT_PbV-30,2013.0,1
Rhizophagus sp. HR1 mitovirus-like ssRNA,2013.0,1
Rose rosette emaravirus,2013.0,10
Picobirnavirus PREDICT_PbV-31,2013.0,13
Rhizoctonia solani putative virus 4,2013.0,1
Tymovirales sp.,2013.0,5
Picobirnavirus PREDICT_PbV-38,2013.0,16
Chobar Gorge virus,2013.0,12
Coronavirus PREDICT CoV-46,2013.0,1
Picobirnavirus PREDICT_PbV-32,2013.0,3
Picobirnavirus PREDICT_PbV-33,2013.0,1
Picobirnavirus PREDICT_PbV-34,2013.0,1
Picobirnavirus PREDICT_PbV-35,2013.0,1
Picobirnavirus PREDICT_PbV-36,2013.0,1
Rhizoctonia solani putative virus 3,2013.0,1
Rhizoctonia solani putative virus 1,2013.0,1
Picobirnavirus PREDICT_PbV-5,2013.0,2
Apple chlorotic leaf spot virus,2013.0,209
Picobirnavirus PREDICT_PbV-61,2013.0,7
Picobirnavirus PREDICT_PbV-62,2013.0,1
Picobirnavirus PREDICT_PbV-63,2013.0,1
Rhizoctonia solani partitivirus 7,2013.0,2
Picobirnavirus PREDICT_PbV-64,2013.0,1
Picobirnavirus PREDICT_PbV-65,2013.0,1
Picobirnavirus PREDICT_PbV-60,2013.0,3
Rhizoctonia solani partitivirus 6,2013.0,2
Picobirnavirus PREDICT_PbV-67,2013.0,1
Picobirnavirus PREDICT_PbV-68,2013.0,2
Picobirnavirus PREDICT_PbV-69,2013.0,1
Picobirnavirus PREDICT_PbV-7,2013.0,1
Picobirnavirus PREDICT_PbV-70,2013.0,1
Picobirnavirus PREDICT_PbV-71,2013.0,1
Picobirnavirus PREDICT_PbV-66,2013.0,1
Wuhan spider virus 7,2013.0,2
Wuhan spider virus 8,2013.0,8
Picobirnavirus PREDICT_PbV-6,2013.0,9
Cotton leaf curl virus betasatellite,2013.0,2
Picobirnavirus PREDICT_PbV-50,2013.0,3
Picobirnavirus PREDICT_PbV-51,2013.0,9
Picobirnavirus PREDICT_PbV-52,2013.0,4
Picobirnavirus PREDICT_PbV-53,2013.0,1
Picobirnavirus PREDICT_PbV-54,2013.0,1
Picobirnavirus PREDICT_PbV-55,2013.0,1
Carnivore bocaparvovirus 3,2013.0,13
Rhizoctonia solani partitivirus SM03,2013.0,2
Wuhan yingvirus,2013.0,4
Picobirnavirus PREDICT_PbV-57,2013.0,18
Wuhan spider virus 9,2013.0,8
Rhizoctonia solani partitivirus 8,2013.0,2
Picobirnavirus PREDICT_PbV-58,2013.0,2
Picobirnavirus PREDICT_PbV-59,2013.0,2
Ceratobasidium partitivirus-like,2013.0,6
Microviridae IME-16,2013.0,14
uncultured cyanophage,2013.0,403
Chiqui virus,2013.0,18
Cotton leaf curl Gezira alphasatellite,2013.0,5
African swine fever virus,2013.0,1587
Moyuka partiti-like virus,2013.0,1
Phakopsora narnavirus C,2013.0,1
Ungulate bocaparvovirus 8,2013.0,57
Phakopsora pachyrhizi mycovirus 1,2013.0,2
Phage sp. ctIHi3,2013.0,60
Phakopsora pachyrhizi mycovirus 2,2013.0,1
Robinvale bee virus 7,2013.0,1
Robinvale bee virus 6,2013.0,2
Robinvale bee virus 5,2013.0,2
Phakopsora tobravirus B,2013.0,1
Phakopsora totivirus A,2013.0,2
Phakopsora totivirus B,2013.0,1
Robinvale bee virus 8,2013.0,2
Phakopsora totivirus C,2013.0,1
Trifolium-associated circular DNA virus 1,2013.0,6
Phage Wrath,2013.0,40
Pseudogymnoascus destructans partitivirus,2013.0,24
Pseudocowpox virus,2013.0,2
Xuan son mobatvirus,2013.0,6
Peribunyaviridae sp.,2013.0,5
Trichomonas vaginalis virus 3,2013.0,10
Carp sprivivirus,2013.0,5
Pepper yellow leaf curl Thailand virus,2013.0,20
Mulberry orbivirus,2013.0,1
Aichivirus B,2013.0,97
Pepper yellows virus,2013.0,17
Pepper yellow vein Mali virus,2013.0,62
Muthill virus,2013.0,2
Mukawa phlebovirus,2013.0,8
Mycobacterium Phage Sparxx,2013.0,90
Cotton leaf curl Burewala virus,2013.0,78
Pseudomonas phage YH30,2013.0,172
Ungulate bocaparvovirus 7,2013.0,88
Pepper veinal mottle virus,2013.0,1
Phasmatodean orthomyxo-related virus OKIAV172,2013.0,5
Arabis mosaic virus,2013.0,8
Rio Chico almendravirus,2013.0,6
Phasmatodean orthomyxo-related virus OKIAV198,2013.0,1
Phasmaviridae sp.,2013.0,2
Phenuiviridae sp.,2013.0,6
Mycobacterium phage ArcherNM,2013.0,182
Mosquito circovirus,2013.0,6
African horse sickness virus,2013.0,27
Chimpanzee faeces associated circular DNA molecule 1,2013.0,2
Pepper mottle virus,2013.0,8
Mycobacterium phage BabyRay,2013.0,184
Phlebovirus Antigone,2013.0,3
Chimpanzee faeces associated circular DNA virus 1,2013.0,6
Torque teno virus,2013.0,8
Phakopsora totivirus D,2013.0,1
Pepper vein yellows virus,2013.0,28
Pepper vein yellows virus 5,2013.0,14
Phakopsora totivirus E,2013.0,1
Robinvale bee virus 3,2013.0,2
Phakopsora virgavirus A,2013.0,1
Phakopsora virus B,2013.0,1
Phaseolus vulgaris alphaendornavirus 1,2013.0,5
Chili leaf curl betasatellite,2013.0,3
Ungulate bocaparvovirus 5,2013.0,2
Cotton leaf curl Gezira betasatellite,2013.0,6
Robinvale bee virus 1,2013.0,2
Phaseolus vulgaris alphaendornavirus 2,2013.0,2
Cnidium vein yellowing virus 2,2013.0,2
Mycobacterium phage Altwerkus,2013.0,99
Phasey bean mild yellows virus,2013.0,21
Torque teno sus virus 1b,2013.0,4
Robinvale bee virus 2,2013.0,2
Mycobacterium phage Bachome,2013.0,96
Pseudomonas phage U47,2013.0,68
Aichivirus A,2013.0,33
Ageratum yellow vein India alphasatellite,2013.0,3
Pestivirus F,2013.0,4
Ageratum yellow vein Pakistan alphasatellite,2013.0,4
Torque teno sus virus k2a,2013.0,7
Ageratum yellow vein betasatellite,2013.0,1
Pestivirus A,2013.0,106
Trichopteran jingmen-related virus,2013.0,6
Cosmacovirus bovas1,2013.0,4
Mungbean yellow mosaic India virus,2013.0,19
Arhar cryptic virus-I,2013.0,4
Ungulate copiparvovirus 1,2013.0,2
Pestivirus H,2013.0,35
Pseudomonas phage Eisa9,2013.0,51
Ageratum yellow vein virus,2013.0,42
Arhar cryptic virus-II,2013.0,1
Agrobacterium phage Atu_ph04,2013.0,48
Ageratum yellow vein China virus,2013.0,12
Pestivirus D,2013.0,1
Turtle herpesvirus,2013.0,1
Murine coronavirus,2013.0,407
Ageratum conyzoides associated symptomless alphasatellite,2013.0,1
Ageratum conyzoides symptomless alphasatellite,2013.0,1
Arteriviridae sp.,2013.0,3
Carp edema virus,2013.0,26
Mungbean yellow mosaic virus,2013.0,16
Ageratum enation alphasatellite,2013.0,14
Trichomonas vaginalis virus 4,2013.0,12
Murine respirovirus,2013.0,2
Pseudomonas phage PA90,2013.0,1
Pestivirus B,2013.0,27
Chilli ringspot virus,2013.0,3
Ageratum yellow leaf curl betasatellite,2013.0,2
Chilli leaf curl virus,2013.0,105
Yacon necrotic mottle virus,2013.0,8
Agrobacterium phage Atu_ph08,2013.0,75
Pseudomonas phage Eir4,2013.0,52
Pseudomonas phage 98PfluR60PP,2013.0,92
Pseudomonas phage 71PfluR64PP,2013.0,52
Pseudomonas phage 67PfluR64PP,2013.0,51
Perth bee virus 7,2013.0,1
Perth bee virus 5,2013.0,2
Pseudogymnoascus destructans partitivirus-pa,2013.0,22
Pestivirus K,2013.0,15
Perth bee virus 2,2013.0,1
Yam chlorotic mosaic virus,2013.0,2
Persimmon polerovirus,2013.0,12
Pseudomonas phage Skulduggery,2013.0,72
Persimmon cryptic virus,2013.0,1
Yado-kari virus 4,2013.0,2
Persimmon ampelovirus,2013.0,14
Persimmon waikavirus,2013.0,1
Agrobacterium virus Atuph02,2013.0,110
Arenavirus sp.,2013.0,1
Yam mild mosaic virus,2013.0,7
Chilli leaf curl Gonda virus,2013.0,12
Mumps orthorubulavirus,2013.0,360
Agrobacterium virus Atuph03,2013.0,116
Agrobacterium virus Atuph07,2013.0,1428
Agua Salud alphavirus,2013.0,4
Agua Salud negevirus,2013.0,3
Perth bee virus 8,2013.0,1
Pseudomonas phage Phabio,2013.0,468
Pestivirus J,2013.0,1
Peru tomato mosaic virus,2013.0,1
Chilli veinal mottle virus,2013.0,6
Perth betaflexivirus 1,2013.0,4
Yam necrosis-associated virus,2013.0,33
Perth bee virus 9,2013.0,1
Cotton leaf curl Burewala alphasatellite,2013.0,40
Mycobacterium phage BadAgartude,2013.0,227
Corynactis coral adintovirus,2013.0,14
Chimpanzee faeces associated microphage 1,2013.0,8
Rodent associated circovirus 5,2013.0,2
Rodent associated circovirus 7,2013.0,2
Rodent associated cyclovirus 1,2013.0,2
Rodent associated cyclovirus 2,2013.0,2
Ceratobasidium partitivirus CP-a,2013.0,1
Rodent astrovirus,2013.0,18
Rodent adenovirus,2013.0,1
Ceratobasidium partitivirus CP-c,2013.0,1
Rodent bocaparvovirus 1,2013.0,2
Molluscum contagiosum virus,2013.0,40
Phthorimaea operculella granulovirus,2013.0,133
Yellow tailflower mild mottle virus,2013.0,7
Carnivore protoparvovirus 1,2013.0,394
Rice stripe necrosis virus,2013.0,9
uncultured cyanomyovirus,2013.0,29
Rice necrosis mosaic virus,2013.0,4
Rice stripe tenuivirus,2013.0,50
Prune dwarf virus,2013.0,88
Cotton leaf curl Kokhran virus,2013.0,412
Penaeus stylirostris densovirus,2013.0,1
Phoenicopterid herpesvirus 1,2013.0,1
Prunus virus F,2013.0,5
Prunus necrotic ringspot virus,2013.0,108
Rice tungro bacilliform virus,2013.0,18
Rodent Torque teno virus 5,2013.0,1
Ceratobasidium mycovirus-like,2013.0,4
Mycobacterium phage DaHudson,2013.0,89
Mycobacterium phage Damien,2013.0,186
Cotton leaf curl Multan alphasatellite,2013.0,23
Rodent Torque teno virus 4,2013.0,2
Phomopsis longicolla totivirus 1,2013.0,2
Phomopsis vexans RNA virus,2013.0,4
Penaeus monodon nucleopolyhedrovirus,2013.0,1
Rice tungro spherical virus,2013.0,7
Akhmeta virus,2013.0,660
Ceratobasidium partitivirus CP-f,2013.0,1
Coronavirus PREDICT_CoV-50,2013.0,1
Mycobacterium phage Equemioh13,2013.0,192
Yellow-breasted capuchin simian foamy virus,2013.0,10
Proteus phage phiP4-3,2013.0,540
Cotton leaf curl Multan betasatellite,2013.0,44
Riboviria sp.,2013.0,13
Proteus virus Mydo,2013.0,528
Propionibacterium virus Stormborn,2013.0,92
Coronavirus PREDICT_CoV-49,2013.0,1
Rodent hepacivirus,2013.0,31
Mischivirus D,2013.0,1
Xingshan cricket virus,2013.0,2
Mischivirus C,2013.0,14
Mischivirus B,2013.0,2
Mycobacterium phage Farber,2013.0,84
Mogiana tick virus,2013.0,5
Proteus virus Myduc,2013.0,158
Mycobacterium phage Emerson,2013.0,100
Rodent circovirus,2013.0,1
Cell fusing agent virus,2013.0,4
Mobala mammarenavirus,2013.0,2
Ceratobasidium partitivirus CP-g,2013.0,1
Rodent coronavirus,2013.0,10
Mycobacterium phage Dynamix,2013.0,91
Proteus virus PM16,2013.0,92
Rodent deltavirus,2013.0,2
Ceratobasidium partitivirus CP-h,2013.0,1
Protoparvovirus HK-2014,2013.0,4
Ceratobasidium partitivirus CP-i,2013.0,1
Proteus virus Stubb,2013.0,296
Rice black streaked dwarf virus,2013.0,327
Mycobacterium phage Ellie,2013.0,192
Mycobacterium phage Eaglehorse,2013.0,93
Ceratobasidium hypovirus A,2013.0,2
Ceratobasidium endornavirus-like,2013.0,4
Apple mosaic virus,2013.0,10
Apple stem pitting virus,2013.0,934
Coronavirus Susurluk10,2013.0,1
Mycobacterium phage Brocalys,2013.0,192
Pepper leaf curl Bangladesh virus,2013.0,2
African eggplant mosaic virus,2013.0,2
Apple stem grooving virus,2013.0,60
Pepper leaf curl Yunnan virus,2013.0,40
Mycobacterium phage Bunnies,2013.0,81
Mycobacterium phage Burton,2013.0,90
Prunus virus T,2013.0,2
Mycobacterium phage BuzzLyseyear,2013.0,220
Phlebovirus sp. G1-L,2013.0,1
Aino orthobunyavirus,2013.0,9
Pepper cryptic virus 2,2013.0,2
Pepper huasteco yellow vein virus,2013.0,7
Phlebovirus sp. G1-S,2013.0,1
Mycobacterium phage Blizzard,2013.0,96
Mycobacterium phage Bipolar,2013.0,212
Trionyx sinensis hemorrhagic syndrome virus,2013.0,8
Aquareovirus C,2013.0,16
Chimpanzee faeces associated microphage 2,2013.0,10
Aichivirus C,2013.0,69
Pepper mild mottle virus,2013.0,17
Cotton leaf curl Gezira virus,2013.0,79
Rift Valley fever phlebovirus,2013.0,3
Xipapillomavirus 1,2013.0,5
Trichomonas vaginalis virus 2,2013.0,6
Mycobacterium phage BeesKnees,2013.0,95
Apteryx rowi circovirus-like virus,2013.0,4
Moroccan watermelon mosaic virus,2013.0,2
Aichivirus E,2013.0,1
Corticoviridae sp.,2013.0,15
Chimpanzee faeces associated microphage 3,2013.0,8
Phlebovirus sp. G2-L,2013.0,1
Pepo aphid-borne yellows virus,2013.0,13
Phlebovirus sp. G2-S,2013.0,1
Mycobacterium phage Charm,2013.0,92
Penicillium roqueforti ssRNA mycovirus 1,2013.0,4
Rice yellow mottle virus,2013.0,24
Xinzhou spider virus 3,2013.0,2
Xinzhou spider virus 2,2013.0,2
Penicillium discovirus,2013.0,3
African cassava mosaic virus,2013.0,619
Arthrobacter phage Heisenberger,2013.0,100
Mycobacterium phage Chunky,2013.0,100
Phocine morbillivirus,2013.0,1
Akabane orthobunyavirus,2013.0,23
Monodontid alphaherpesvirus 1,2013.0,2
Ceratobasidium endornavirus G,2013.0,4
Ceratobasidium endornavirus H,2013.0,1
Pseudomonas virus 22PfluR64PP,2013.0,106
Xinzhou xinspivirus,2013.0,3
Mycobacterium phage Changeling,2013.0,92
Apple necrotic mosaic virus,2013.0,16
Phlebovirus sp. OH-L,2013.0,1
Phlebovirus sp. OH-S,2013.0,1
Phlebovirus sp. P-L,2013.0,1
Phlebovirus sp. P-S,2013.0,1
Phlebovirus sp. SL1-L,2013.0,1
Phlebovirus sp. SL2-L,2013.0,1
Pepino mosaic virus,2013.0,37
Yellow fever virus,2013.0,1
Mycobacterium phage Carcharodon,2013.0,142
Trichomonas vaginalis virus 1,2013.0,12
Phlebovirus sp. SL3-L,2013.0,1
Chikungunya virus,2013.0,361
Yellow head virus,2013.0,1
Mopeia mammarenavirus,2013.0,1
Mycobacterium phage Cerasum,2013.0,204
Aeromonas virus A8-29,2013.0,370
Rhizoctonia solani mitovirus 31,2013.0,1
uncultured phage,2013.0,140
Mycobacterium phage LochMonster,2013.0,91
Rhinolophus blasii polyomavirus 2,2013.0,12
Astrovirus BAstV/B122/HUN/2013,2013.0,1
Rhinolophus blasii polyomavirus 1,2013.0,7
Pasivirus A,2013.0,6
Astrovirus BAstV/BS50/HUN/2013,2013.0,1
Astrovirus BAstV/Bb1/HUN/2013,2013.0,1
Rhinolophus ferrumequinum alphacoronavirus HuB-2013,2013.0,20
Astrovirus BAstV/M44/HUN/2013,2013.0,1
Astrovirus BAstV/V9/HUN/2013,2013.0,1
Astrovirus BatAstV M.bech/GER,2013.0,2
Saint Louis encephalitis virus,2013.0,10
Pineapple mealybug wilt-associated virus 3,2013.0,1
Carrot red leaf luteovirus associated RNA,2013.0,13
Melon aphid-borne yellows virus,2013.0,6
Pineapple mealybug wilt-associated virus 2,2013.0,2
Mycobacterium virus BrownCNA,2013.0,194
Mycobacterium phage Zeuska,2013.0,93
Cardiovirus B,2013.0,26
Puccinia narnavirus B,2013.0,1
Mycobacterium phage Yunkel11,2013.0,200
Ungulate protoparvovirus 2,2013.0,4
Pillworm peropuvirus,2013.0,2
Melon yellow spot orthotospovirus,2013.0,4
